emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
5.0,RENT,Low,25690,1500, 60 months,other,Low,Good Loan,12.99,C,6.91,1641.62,1500.0,0.0,34.13,ulster
0.5,MORTGAGE,Medium,110000,25000, 60 months,debt_consolidation,Low,Good Loan,11.49,B,13.73,29832.23,25000.0,0.0,549.69,Northern-Irl
10.0,RENT,Low,66000,9000, 36 months,major_purchase,High,Good Loan,13.99,C,8.51,10612.79,9000.0,0.0,307.56,munster
9.0,MORTGAGE,Low,50000,12000, 60 months,credit_card,High,Good Loan,15.99,D,18.89,14770.04,12000.0,0.0,291.76,leinster
0.5,MORTGAGE,Medium,200000,18000, 36 months,debt_consolidation,Low,Good Loan,9.99,B,4.19,18712.93,18000.0,0.0,580.73,cannught
3.0,MORTGAGE,Low,65000,21000, 60 months,home_improvement,Low,Good Loan,11.99,B,9.03,26181.62,21000.0,0.0,467.03,Northern-Irl
2.0,RENT,Low,24996,10000, 36 months,debt_consolidation,Low,Good Loan,9.99,B,8.07,11610.62864,10000.0,0.0,322.63,leinster
4.0,MORTGAGE,Low,72000,6100, 36 months,home_improvement,High,Bad Loan,14.79,C,19.78,6016.67,3396.62,1388.75,210.84,cannught
6.05,RENT,Low,30000,1000, 60 months,other,High,Bad Loan,13.49,C,9.88,129.64,59.84,0.0,23.01,Northern-Irl
5.0,RENT,Low,58216,10000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,14.49,10968.52,10000.0,0.0,311.02,munster
2.0,RENT,Low,33000,3300, 36 months,other,Low,Good Loan,12.99,C,20.69,4000.7956710000003,3300.0,0.0,111.18,cannught
1.0,RENT,Low,70446,9550, 36 months,debt_consolidation,Low,Good Loan,7.49,A,15.54,10690.16261,9550.0,0.0,297.03,leinster
10.0,RENT,Low,47000,26000, 60 months,debt_consolidation,Low,Good Loan,12.99,C,16.67,35087.56828,26000.0,0.0,591.45,Northern-Irl
10.0,MORTGAGE,Low,48000,1000, 36 months,small_business,High,Good Loan,13.49,C,12.72,1011.43,1000.0,0.0,33.94,ulster
1.0,MORTGAGE,Low,55000,8000, 36 months,car,Low,Good Loan,8.49,A,16.47,9085.290762,8000.0,0.0,252.51,leinster
10.0,RENT,Low,53000,13500, 36 months,debt_consolidation,Low,Good Loan,6.99,A,26.33,14872.61,13500.0,0.0,416.78,Northern-Irl
0.5,RENT,Low,48605,12000, 36 months,debt_consolidation,Low,Good Loan,9.99,B,13.48,13191.51,11999.99,0.0,387.15,Northern-Irl
10.0,MORTGAGE,Medium,130000,9600, 36 months,home_improvement,High,Bad Loan,13.99,C,19.37,6615.18,4458.35,294.36,328.06,ulster
10.0,MORTGAGE,Low,96000,4000, 36 months,major_purchase,Low,Good Loan,5.42,A,6.47,4209.9,4000.0,0.0,120.64,munster
6.0,MORTGAGE,Low,40000,4200, 36 months,car,Low,Good Loan,5.99,A,8.88,4598.842983,4200.0,0.0,127.76,cannught
4.0,MORTGAGE,Medium,156996,28800, 60 months,debt_consolidation,Low,Good Loan,12.99,C,8.26,21760.62,15402.85,0.0,404.35,leinster
6.0,MORTGAGE,Medium,160000,15000, 60 months,home_improvement,High,Good Loan,14.79,C,10.22,21162.60019,15000.0,0.0,355.2,ulster
4.0,RENT,Low,78262,11525, 36 months,debt_consolidation,Low,Good Loan,10.59,B,15.98,13074.13,11525.01,0.0,375.08,ulster
6.05,MORTGAGE,Low,51800,14400, 60 months,debt_consolidation,High,Bad Loan,15.99,D,10.96,8052.11,4218.6,13.61,350.11,Northern-Irl
10.0,MORTGAGE,Low,87600,3000, 36 months,car,Low,Good Loan,5.99,A,16.67,3244.68,3000.0,0.0,91.26,Northern-Irl
8.0,MORTGAGE,High,225000,28800, 60 months,other,High,Bad Loan,21.36,F,5.87,25910.72,14305.78,0.0,518.56,munster
1.0,MORTGAGE,Medium,110000,16000, 36 months,renewable_energy,High,Bad Loan,14.79,C,23.78,4514.49,1075.12,2857.13,553.01,cannught
4.0,RENT,Low,90000,6400, 36 months,other,Low,Good Loan,11.99,B,5.0,7651.123589,6400.0,0.0,212.55,ulster
7.0,RENT,Low,42000,8675, 36 months,debt_consolidation,High,Good Loan,15.99,D,21.29,10924.89576,8675.0,0.0,304.95,Northern-Irl
6.05,RENT,Low,39600,3000, 36 months,moving,High,Bad Loan,16.89,D,8.03,1405.6,837.79,124.0,106.8,ulster
0.5,OWN,Medium,150075,25000, 36 months,moving,Low,Good Loan,7.49,A,6.4,18860.202680000002,16850.0,0.0,524.07,Northern-Irl
2.0,MORTGAGE,Low,78420,8000, 36 months,home_improvement,Low,Good Loan,11.49,B,4.13,9382.03,8000.0,0.0,263.78,munster
5.0,MORTGAGE,Medium,145000,25000, 60 months,debt_consolidation,High,Good Loan,13.49,C,28.88,33459.20617,25000.0,0.0,575.12,leinster
1.0,RENT,Low,45000,12000, 36 months,car,Low,Good Loan,10.99,B,12.32,13141.29,12000.0,0.0,392.81,Northern-Irl
3.0,MORTGAGE,Medium,115000,10000, 36 months,credit_card,Low,Good Loan,10.59,B,2.67,11434.59,10000.01,0.0,325.45,ulster
5.0,MORTGAGE,Medium,103050,8000, 60 months,debt_consolidation,High,Bad Loan,13.49,C,14.45,7089.39,2446.52,2802.94,184.04,cannught
7.0,MORTGAGE,Low,60000,10000, 60 months,home_improvement,High,Bad Loan,17.99,E,22.98,7870.28,4054.2,20.15,253.88,ulster
2.0,RENT,Low,43200,8000, 36 months,debt_consolidation,Low,Good Loan,5.99,A,2.22,8759.903161,8000.0,0.0,243.34,ulster
10.0,MORTGAGE,Low,40740,6400, 36 months,home_improvement,Low,Good Loan,8.49,A,29.16,7269.126654000002,6400.0,0.0,202.01,leinster
3.0,MORTGAGE,Low,76000,21725, 60 months,major_purchase,Low,Good Loan,12.99,C,14.67,22421.91,21725.0,0.0,494.2,ulster
10.0,RENT,Low,70000,4075, 36 months,debt_consolidation,Low,Good Loan,5.42,A,19.44,4423.329994,4075.0,0.0,122.91,leinster
10.0,MORTGAGE,Low,71880,20000, 60 months,other,High,Bad Loan,16.49,D,20.07,5827.51,2581.77,589.64,309.09,ulster
4.0,MORTGAGE,High,250000,10575, 36 months,debt_consolidation,Low,Good Loan,6.99,A,2.23,10637.31,10575.0,0.0,326.48,Northern-Irl
0.5,RENT,Low,35000,7000, 36 months,debt_consolidation,Low,Good Loan,10.99,B,13.23,8117.267903,7000.0,0.0,229.14,Northern-Irl
5.0,MORTGAGE,Low,45000,3000, 36 months,other,Low,Good Loan,10.99,B,22.48,3492.29,3000.0,0.0,98.21,munster
10.0,OWN,Medium,120000,3600, 36 months,home_improvement,Low,Good Loan,10.59,B,12.27,4216.418903,3600.0,0.0,117.17,leinster
10.0,MORTGAGE,Low,76176,4800, 36 months,home_improvement,Low,Good Loan,6.99,A,23.3,5220.66,4800.0,0.0,148.19,leinster
3.0,RENT,Low,22179,2500, 36 months,small_business,Low,Good Loan,5.99,A,5.84,2729.8,2500.0,0.0,76.05,Northern-Irl
5.0,MORTGAGE,Medium,130000,35000, 60 months,home_improvement,High,Good Loan,20.62,F,21.16,54703.82653,35000.0,0.0,939.41,cannught
0.5,RENT,Low,60000,4400, 36 months,major_purchase,High,Good Loan,15.23,C,23.08,5420.36,4400.0,0.0,153.03,Northern-Irl
8.0,RENT,Low,75000,20000, 36 months,debt_consolidation,High,Bad Loan,13.49,C,14.14,13205.74,3769.52,7786.62,678.61,cannught
3.0,MORTGAGE,Low,85000,8000, 36 months,home_improvement,High,Good Loan,18.79,E,6.2,10522.045059999999,8000.0,0.0,292.4,Northern-Irl
9.0,RENT,Medium,174708,9000, 36 months,debt_consolidation,Low,Good Loan,10.59,B,8.94,10126.29,9000.01,0.0,292.91,Northern-Irl
2.0,MORTGAGE,Medium,100596,25000, 36 months,debt_consolidation,Low,Good Loan,10.59,B,7.93,29036.96,25000.0,0.0,813.63,Northern-Irl
6.0,RENT,Low,48000,25475, 60 months,credit_card,High,Good Loan,16.89,D,23.52,34641.15,22394.86,0.0,631.62,munster
0.5,RENT,Low,26004,2500, 36 months,debt_consolidation,High,Good Loan,13.99,C,21.0,3063.711886,2500.0,0.0,85.44,cannught
0.5,RENT,Low,19200,6075, 60 months,debt_consolidation,High,Good Loan,17.49,D,20.06,9000.407869,6075.0,0.0,152.59,ulster
4.0,MORTGAGE,Medium,156000,2400, 36 months,other,Low,Good Loan,7.49,A,12.42,2685.640645,2400.0,0.0,74.65,cannught
5.0,RENT,Low,38000,20000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,25.71,22057.84,20000.0,0.0,444.79,leinster
0.5,MORTGAGE,Low,62000,12000, 60 months,debt_consolidation,High,Good Loan,20.25,F,4.8,15138.62,12000.0,0.0,319.6,cannught
4.0,MORTGAGE,Low,84000,30000, 60 months,home_improvement,High,Good Loan,19.69,E,16.13,43378.6,26214.48,0.0,789.66,leinster
3.0,MORTGAGE,Low,49633,9000, 36 months,debt_consolidation,High,Good Loan,15.62,D,11.56,9763.72,9000.0,0.0,314.73,munster
1.0,MORTGAGE,Low,96000,8000, 36 months,home_improvement,Low,Bad Loan,8.49,A,15.81,4039.49,3287.26,22.85,252.51,Northern-Irl
10.0,MORTGAGE,Low,90372,25000, 60 months,other,Low,Good Loan,11.49,B,14.41,28646.43,25000.0,0.0,549.69,leinster
4.0,RENT,Low,48000,1800, 36 months,debt_consolidation,Low,Good Loan,11.49,B,11.63,1897.14,1800.0,0.0,59.35,Northern-Irl
5.0,OWN,Low,31243,3600, 60 months,car,High,Bad Loan,16.49,D,5.03,3217.17,1842.24,0.0,88.49,Northern-Irl
6.0,MORTGAGE,Medium,105996,6000, 60 months,other,High,Bad Loan,13.49,C,17.79,2338.86,1309.79,0.0,138.03,ulster
6.0,RENT,Low,72000,20000, 60 months,small_business,High,Good Loan,20.25,F,8.72,29280.53,17459.11,0.0,532.67,ulster
10.0,MORTGAGE,Low,65000,35000, 60 months,credit_card,High,Bad Loan,15.23,C,25.13,39716.96,23621.9,2079.76,836.88,ulster
8.0,RENT,Low,70800,4000, 60 months,car,Low,Good Loan,10.99,B,6.05,4771.05,3569.47,0.0,86.95,cannught
10.0,RENT,Low,46000,10000, 36 months,debt_consolidation,Low,Good Loan,10.59,B,7.43,11696.219290000001,10000.0,0.0,325.45,ulster
5.0,OWN,Low,75500,17500, 60 months,other,High,Good Loan,19.69,E,17.93,26181.946480000002,17500.0,0.0,460.63,leinster
3.0,OWN,Low,30200,9200, 36 months,debt_consolidation,Low,Good Loan,10.99,B,15.93,10837.31985,9200.0,0.0,301.16,leinster
10.0,MORTGAGE,Low,51646,16000, 60 months,other,Low,Bad Loan,11.49,B,23.86,11711.56,2285.65,7852.98,351.81,cannught
1.0,RENT,Low,50000,5000, 36 months,debt_consolidation,High,Good Loan,16.89,D,7.46,6195.51,5000.0,0.0,178.0,munster
7.0,MORTGAGE,Low,51000,9300, 60 months,home_improvement,Low,Good Loan,12.99,C,21.84,12643.98999,9300.0,0.0,211.56,Northern-Irl
3.0,RENT,Low,65000,13000, 36 months,debt_consolidation,High,Good Loan,19.29,E,13.46,17223.32487,13000.0,0.0,478.44,leinster
4.0,OWN,Low,80000,4800, 36 months,debt_consolidation,Low,Good Loan,10.99,B,21.96,5653.010836,4800.0,0.0,157.13,cannught
10.0,MORTGAGE,Low,43200,7000, 36 months,home_improvement,Low,Bad Loan,10.59,B,3.47,5001.74,3216.56,910.34,227.82,munster
1.0,MORTGAGE,Low,57000,4500, 36 months,medical,Low,Good Loan,7.49,A,18.67,4990.04,4500.0,0.0,139.96,Northern-Irl
6.05,RENT,Low,21600,6500, 36 months,debt_consolidation,High,Bad Loan,14.79,C,11.11,5121.68,3618.56,176.09,224.66,munster
10.0,OWN,Low,49442,12000, 36 months,debt_consolidation,Low,Good Loan,6.99,A,6.53,13332.65431,12000.0,0.0,370.48,munster
0.5,MORTGAGE,Medium,123000,35000, 60 months,credit_card,High,Good Loan,20.25,F,23.22,30945.29,21775.0,0.0,579.94,ulster
0.5,RENT,Low,45000,15775, 36 months,debt_consolidation,Low,Good Loan,10.99,B,24.08,18586.56334,15775.0,0.0,516.38,Northern-Irl
1.0,RENT,Low,100000,24000, 60 months,debt_consolidation,High,Good Loan,15.99,D,19.66,29408.19,24000.0,0.0,583.51,ulster
10.0,RENT,Low,39996,10000, 60 months,debt_consolidation,High,Good Loan,18.39,E,18.12,13079.73,10000.0,0.0,256.07,cannught
0.5,MORTGAGE,Low,93000,16000, 36 months,debt_consolidation,Low,Bad Loan,11.99,B,7.17,5837.05,3230.69,733.7,531.36,Northern-Irl
9.0,MORTGAGE,Low,71102,34475, 60 months,debt_consolidation,High,Good Loan,19.69,E,24.61,36043.41,26400.0,0.0,694.9,leinster
3.0,RENT,Low,48000,6700, 36 months,small_business,Low,Good Loan,11.99,B,1.98,8009.748869,6700.0,0.0,222.51,Northern-Irl
10.0,MORTGAGE,Medium,140000,8000, 36 months,moving,Low,Good Loan,6.99,A,8.28,8301.09,8000.0,0.0,246.99,leinster
3.0,RENT,Low,30000,4000, 36 months,wedding,Low,Good Loan,11.49,B,22.32,4745.428649,4000.0,0.0,131.89,cannught
0.5,RENT,Low,90000,8000, 36 months,credit_card,Low,Good Loan,10.99,B,14.76,8953.73,8000.0,0.0,261.88,Northern-Irl
7.0,MORTGAGE,Low,38400,9450, 60 months,home_improvement,Low,Good Loan,8.49,A,27.5,10632.4,8480.26,0.0,193.84,leinster
5.0,RENT,Low,39996,4800, 36 months,other,Low,Good Loan,12.99,C,9.45,5819.292246,4800.0,0.0,161.71,Northern-Irl
10.0,MORTGAGE,Medium,110000,20000, 60 months,debt_consolidation,Low,Good Loan,12.99,C,13.55,26137.822,20000.0,0.0,454.96,Northern-Irl
3.0,MORTGAGE,Low,80000,25000, 60 months,debt_consolidation,High,Good Loan,15.99,D,15.27,34451.60222,25000.0,0.0,607.82,leinster
3.0,RENT,Low,72500,14000, 36 months,credit_card,High,Good Loan,13.49,C,11.64,15281.3,14000.0,0.0,475.03,Northern-Irl
6.0,MORTGAGE,Low,75000,29700, 36 months,debt_consolidation,Low,Good Loan,12.99,C,26.53,36015.4965,29700.0,0.0,1000.57,Northern-Irl
0.5,RENT,Low,78204,10000, 36 months,other,Low,Good Loan,7.49,A,13.29,11193.16238,10000.0,0.0,311.02,Northern-Irl
10.0,MORTGAGE,Low,48000,4500, 36 months,debt_consolidation,Low,Bad Loan,7.49,A,11.6,2465.26,1868.0,150.15,139.96,leinster
3.0,OWN,Low,18287,3000, 36 months,wedding,Low,Good Loan,11.99,B,11.81,3586.4460630000012,3000.0,0.0,99.63,cannught
10.0,MORTGAGE,Medium,113676,7200, 36 months,car,Low,Good Loan,6.99,A,22.98,8001.133509,7200.0,0.0,222.29,cannught
5.0,RENT,Low,60000,14900, 60 months,debt_consolidation,High,Good Loan,19.69,E,18.12,23361.12994,14900.0,0.0,392.2,Northern-Irl
2.0,RENT,Low,30000,10625, 60 months,debt_consolidation,High,Good Loan,15.99,D,23.88,14186.39,9371.86,0.0,258.33,Northern-Irl
7.0,RENT,Low,38000,16000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,17.91,20859.26968,16000.0,0.0,355.84,ulster
6.05,MORTGAGE,Low,82102,20000, 60 months,home_improvement,High,Good Loan,20.25,F,0.29,23217.13,20000.0,0.0,532.67,munster
10.0,MORTGAGE,Medium,140000,6000, 36 months,other,High,Good Loan,13.49,C,2.83,7179.77,6000.01,0.0,203.59,leinster
9.0,MORTGAGE,Low,45000,12000, 60 months,debt_consolidation,High,Good Loan,16.49,D,12.19,16051.91,12000.0,0.0,294.96,cannught
6.0,RENT,Low,50880,15000, 36 months,debt_consolidation,High,Good Loan,20.25,F,14.76,20074.488230000006,15000.0,0.0,559.37,Northern-Irl
6.05,RENT,Low,49200,12000, 36 months,debt_consolidation,High,Good Loan,15.23,C,8.88,13590.84,12000.01,0.0,417.34,leinster
10.0,MORTGAGE,Low,68000,8000, 36 months,home_improvement,Low,Good Loan,10.99,B,0.26,9317.56,8000.0,0.0,261.88,munster
5.0,RENT,Low,70000,8000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,4.49,8905.09,8000.0,0.0,265.68,Northern-Irl
6.0,MORTGAGE,Low,84000,28000, 60 months,debt_consolidation,Low,Good Loan,11.49,B,15.49,25972.35,19186.47,0.0,473.29,cannught
0.5,MORTGAGE,Low,85000,12000, 36 months,home_improvement,Low,Good Loan,11.99,B,12.83,14346.13165,12000.0,0.0,398.52,ulster
5.0,MORTGAGE,Low,100000,24000, 36 months,debt_consolidation,High,Good Loan,19.69,E,4.66,27350.72,24000.0,0.0,888.14,munster
7.0,MORTGAGE,Low,100000,12000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,7.04,12772.52,12000.0,0.0,373.22,leinster
6.0,MORTGAGE,Medium,120000,4500, 36 months,debt_consolidation,Low,Good Loan,5.99,A,18.48,4927.399093,4500.0,0.0,136.88,ulster
10.0,RENT,Low,30000,11325, 60 months,wedding,Low,Good Loan,12.99,C,22.28,14139.13,10059.85,0.0,257.63,Northern-Irl
10.0,MORTGAGE,Low,99000,5000, 36 months,house,Low,Good Loan,11.49,B,18.64,5933.9714049999975,5000.0,0.0,164.86,leinster
6.05,OWN,Low,38727,20000, 60 months,debt_consolidation,High,Bad Loan,18.79,E,20.7,4644.0,1947.08,0.0,516.51,ulster
10.0,MORTGAGE,Low,72972,10000, 36 months,credit_card,Low,Good Loan,12.99,C,24.16,12174.04155,10000.0,0.0,336.9,Northern-Irl
8.0,MORTGAGE,Low,40000,6000, 36 months,debt_consolidation,Low,Good Loan,8.49,A,19.65,6814.134426000001,6000.0,0.0,189.38,leinster
6.0,RENT,Low,32000,10000, 36 months,debt_consolidation,Low,Good Loan,6.99,A,18.04,10976.97,10000.0,0.0,308.73,Northern-Irl
9.0,OWN,Low,80000,25000, 60 months,home_improvement,High,Bad Loan,21.74,F,14.41,15516.96,5898.03,1095.76,686.79,ulster
1.0,MORTGAGE,Low,68400,5000, 60 months,car,Low,Good Loan,10.99,B,25.56,5964.19,4462.18,0.0,108.69,leinster
0.5,RENT,Low,35000,3200, 36 months,car,Low,Good Loan,7.49,A,12.55,3581.5242780000012,3200.0,0.0,99.53,leinster
0.5,MORTGAGE,Low,40800,8000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,22.18,9498.68,8000.0,0.0,265.68,leinster
0.5,RENT,Low,22800,5075, 36 months,debt_consolidation,Low,Good Loan,10.59,B,12.05,5944.160898,5075.0,0.0,165.17,leinster
10.0,MORTGAGE,Low,32400,6500, 36 months,major_purchase,Low,Good Loan,10.59,B,9.11,7613.381336,6500.0,0.0,211.55,leinster
5.0,MORTGAGE,Low,73000,6000, 36 months,home_improvement,High,Good Loan,15.62,D,8.22,7550.603977,6000.0,0.0,209.82,leinster
10.0,MORTGAGE,Low,84000,17000, 60 months,debt_consolidation,Low,Good Loan,9.99,B,17.24,19841.12,15224.72,0.0,361.12,Northern-Irl
0.5,RENT,Low,35364,10500, 60 months,debt_consolidation,Low,Good Loan,11.49,B,19.95,13018.9,10500.0,0.0,230.87,munster
10.0,RENT,Low,52600,16800, 60 months,debt_consolidation,Low,Good Loan,12.99,C,12.32,16992.49,16800.0,0.0,382.17,ulster
2.0,MORTGAGE,Low,63000,20000, 36 months,debt_consolidation,Low,Good Loan,9.99,B,17.62,23233.85395,20000.0,0.0,645.25,cannught
2.0,OWN,Low,35000,13250, 36 months,medical,High,Good Loan,16.89,D,18.14,14420.46,13249.98,0.0,471.68,leinster
1.0,MORTGAGE,Low,96000,10000, 36 months,home_improvement,Low,Good Loan,7.49,A,5.47,11166.88703,10000.0,0.0,311.02,leinster
5.0,MORTGAGE,Low,86000,15000, 36 months,wedding,High,Good Loan,16.49,D,5.19,19109.58687,15000.0,0.0,531.0,munster
6.0,RENT,Low,52800,3000, 36 months,moving,Low,Good Loan,10.99,B,8.36,3130.82,3000.0,0.0,98.21,leinster
10.0,MORTGAGE,Low,72000,35000, 60 months,debt_consolidation,High,Bad Loan,19.69,E,13.72,9727.16,3528.57,1245.7,654.1,leinster
3.0,MORTGAGE,Low,97500,22000, 60 months,home_improvement,Low,Good Loan,10.59,B,10.49,28088.873860000003,22000.0,0.0,473.85,Northern-Irl
10.0,MORTGAGE,Medium,146000,35000, 60 months,debt_consolidation,High,Good Loan,17.88,E,9.96,28486.74,25249.99,0.0,639.54,leinster
5.0,MORTGAGE,Low,87240,16000, 60 months,small_business,High,Bad Loan,14.79,C,10.99,16144.17,9307.75,960.34,378.88,leinster
10.0,MORTGAGE,Medium,126000,35000, 60 months,credit_card,High,Good Loan,13.49,C,13.08,43462.22,30343.59,0.0,805.17,ulster
7.0,RENT,Low,57600,30000, 60 months,debt_consolidation,High,Bad Loan,17.99,E,14.44,20064.39,6790.87,5607.67,761.64,munster
0.5,RENT,Medium,120000,34800, 60 months,debt_consolidation,High,Good Loan,20.11,G,8.38,31613.72,25650.0,0.0,681.14,ulster
6.05,RENT,Low,17600,4500, 36 months,other,High,Bad Loan,13.99,C,13.7,3770.4,2820.44,95.82,153.78,Northern-Irl
3.0,MORTGAGE,Low,40000,3200, 36 months,debt_consolidation,Low,Good Loan,10.99,B,13.17,3765.6920259999997,3200.0,0.0,104.75,leinster
4.0,OWN,Low,71000,14000, 36 months,debt_consolidation,Low,Good Loan,10.99,B,23.35,15127.82,13999.99,0.0,458.28,cannught
10.0,RENT,Low,73500,18000, 36 months,credit_card,Low,Good Loan,8.49,A,14.68,18600.09,18000.0,0.0,568.14,leinster
2.0,RENT,Low,26280,4000, 36 months,debt_consolidation,Low,Good Loan,9.99,B,23.29,4637.373663,4000.0,0.0,129.05,leinster
10.0,MORTGAGE,Low,56000,10000, 36 months,debt_consolidation,High,Bad Loan,16.89,D,12.73,4983.08,3292.84,17.84,355.99,munster
10.0,MORTGAGE,Low,87000,10000, 36 months,moving,Low,Good Loan,9.99,B,20.32,11393.24,10000.0,0.0,322.63,munster
5.0,MORTGAGE,Low,70000,14000, 36 months,credit_card,Low,Good Loan,7.49,A,3.17,15650.78285,14000.0,0.0,435.43,Northern-Irl
6.0,MORTGAGE,Low,45000,19700, 60 months,credit_card,High,Good Loan,17.49,D,16.51,27280.23006,19700.0,0.0,494.81,cannught
3.0,MORTGAGE,Low,60000,5000, 36 months,medical,Low,Good Loan,5.42,A,3.16,5427.3679299999985,5000.0,0.0,150.8,munster
0.5,OWN,Low,25000,5000, 36 months,medical,Low,Bad Loan,10.99,B,7.68,2401.81,475.4,1750.73,163.67,cannught
10.0,MORTGAGE,Low,72000,7000, 36 months,credit_card,Low,Good Loan,5.42,A,6.53,7134.14,7000.0,0.0,211.12,leinster
5.0,MORTGAGE,Low,45000,5400, 36 months,other,Low,Good Loan,12.99,C,22.43,6346.6,5399.99,0.0,181.93,Northern-Irl
10.0,MORTGAGE,Medium,112008,14400, 60 months,debt_consolidation,Low,Good Loan,10.99,B,14.08,16086.59,14400.0,0.0,313.02,cannught
2.0,MORTGAGE,Low,41033,5700, 36 months,debt_consolidation,Low,Good Loan,12.99,C,17.05,6429.23,5700.0,0.0,192.03,leinster
6.05,RENT,Low,15204,1875, 36 months,credit_card,Low,Bad Loan,8.49,A,24.47,836.1,619.03,71.57,59.19,Northern-Irl
0.5,RENT,Low,30000,10000, 36 months,major_purchase,High,Good Loan,19.29,E,16.36,13248.72753,10000.0,0.0,368.03,ulster
10.0,OWN,Low,72000,9000, 36 months,credit_card,Low,Good Loan,7.49,A,19.9,9316.34,9000.0,0.0,279.92,leinster
1.0,RENT,Low,40000,21250, 36 months,major_purchase,Low,Good Loan,12.99,C,15.63,25768.665269999998,21250.0,0.0,715.9,ulster
9.0,OWN,Low,68000,5000, 36 months,home_improvement,Low,Good Loan,6.99,A,13.22,5556.102323,5000.0,0.0,154.37,Northern-Irl
10.0,RENT,Low,37000,7000, 36 months,home_improvement,Low,Bad Loan,10.99,B,23.29,3904.62,2818.13,253.58,229.14,Northern-Irl
10.0,MORTGAGE,Medium,100904,25000, 60 months,other,Low,Bad Loan,12.99,C,7.9,13886.09,3788.18,7078.85,568.7,Northern-Irl
7.0,RENT,Low,65000,6000, 36 months,medical,High,Good Loan,16.49,D,20.49,7492.29,6000.0,0.0,212.4,ulster
4.0,MORTGAGE,Low,62000,28000, 60 months,debt_consolidation,High,Good Loan,13.49,C,17.75,35643.2,28000.0,0.0,644.14,Northern-Irl
10.0,MORTGAGE,Medium,115000,5000, 36 months,debt_consolidation,Low,Good Loan,9.99,B,21.08,5804.104292,5000.0,0.0,161.32,Northern-Irl
10.0,MORTGAGE,Low,52000,6000, 36 months,home_improvement,Low,Good Loan,7.49,A,19.34,6715.716553,6000.0,0.0,186.61,leinster
2.0,MORTGAGE,Low,95000,5000, 36 months,medical,Low,Good Loan,10.59,B,5.79,5625.08,5000.0,0.0,162.73,leinster
0.5,MORTGAGE,Low,95000,15000, 36 months,small_business,Low,Good Loan,11.49,B,16.16,17721.83,15000.0,0.0,494.57,leinster
2.0,RENT,Low,65000,11600, 36 months,debt_consolidation,High,Good Loan,13.49,C,12.17,14157.31435,11600.0,0.0,393.6,Northern-Irl
8.0,MORTGAGE,Low,56400,17300, 36 months,house,High,Good Loan,15.62,D,10.49,20874.5,17299.98,0.0,604.98,leinster
10.0,MORTGAGE,Medium,129700,15000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,5.71,16006.55,15000.0,0.0,333.6,leinster
7.0,OWN,Low,19000,6000, 36 months,other,Low,Good Loan,8.49,A,8.91,6813.403723,6000.0,0.0,189.38,cannught
6.0,MORTGAGE,Low,30000,3000, 36 months,major_purchase,Low,Good Loan,5.99,A,22.76,3284.869557,3000.0,0.0,91.26,leinster
6.05,OWN,Low,65000,20000, 60 months,credit_card,High,Good Loan,13.99,C,7.46,22288.33,20000.0,0.0,465.27,Northern-Irl
1.0,MORTGAGE,Low,61200,20000, 60 months,debt_consolidation,High,Good Loan,20.62,F,23.33,24522.665259999998,15675.0,0.0,420.72,ulster
5.0,MORTGAGE,Low,95000,35000, 60 months,debt_consolidation,High,Good Loan,20.62,F,19.1,47347.99,35000.0,0.0,939.41,ulster
5.0,RENT,Low,44400,15000, 36 months,debt_consolidation,High,Good Loan,16.49,D,11.24,19105.79037,15000.0,0.0,531.0,ulster
2.0,OWN,Low,40000,12250, 60 months,credit_card,High,Bad Loan,16.49,D,24.81,2451.85,822.43,649.69,301.1,leinster
10.0,MORTGAGE,Low,96000,9000, 36 months,home_improvement,Low,Good Loan,7.49,A,8.05,9690.31,9000.0,0.0,279.92,cannught
6.05,OWN,Medium,108000,3500, 36 months,car,Low,Good Loan,5.42,A,0.81,3799.241507,3500.0,0.0,105.56,ulster
10.0,MORTGAGE,Low,50220,4000, 60 months,car,High,Good Loan,17.99,E,12.52,4292.84,4000.0,0.0,101.56,Northern-Irl
